,name,disaster_type,date,cpi_adjusted_cost,unadjusted_cost,deaths
325,Ohio Valley Derecho and Southern Tornadoes (April 2011),Severe Storm,2011-04,1452.800048828125,1037.5,0.0
326,Southeast/Ohio Valley/Midwest Tornadoes (April 2011),Severe Storm,2011-04,14310.7001953125,10222.0,321.0
327,Midwest/Southeast Tornadoes (May 2011),Severe Storm,2011-05,12735.599609375,9096.7998046875,177.0
328,Mississippi River flooding (April-May 2011),Flooding,2011-04,2135.050048828125,1493.0,3.5
329,Mississippi River flooding (April-May 2011),Flooding,2011-05,2135.050048828125,1493.0,3.5
330,Midwest/Southeast Tornadoes and Severe Weather (June 2011),Severe Storm,2011-06,2152.300048828125,1537.300048828125,3.0
331,Missouri River flooding (May-June 2011),Flooding,2011-05,1431.6500244140625,1001.1500244140625,2.5
332,Missouri River flooding (May-June 2011),Flooding,2011-06,1431.6500244140625,1001.1500244140625,2.5
333,"North Central Severe Weather (July 1, 2011)",Severe Storm,2011-07,1243.199951171875,888.0,0.0
334,"Rockies and Midwest Derecho (July 10-11, 2011)",Severe Storm,2011-07,1729.0999755859375,1235.0,2.0
335,"Midwest/Southeast Severe Weather (August 17-18, 2011)",Severe Storm,2011-08,1600.4000244140625,1151.4000244140625,0.0
336,Hurricane Irene (August 2011),Tropical Cyclone,2011-08,18756.69921875,13494.0,45.0
337,Southern Plains/Southwest Drought and Heat Wave (Spring-Summer 2011),Drought,2011-03,2851.5833333333335,1994.13330078125,15.833333333333334
338,Southern Plains/Southwest Drought and Heat Wave (Spring-Summer 2011),Drought,2011-04,2851.5833333333335,1994.13330078125,15.833333333333334
339,Southern Plains/Southwest Drought and Heat Wave (Spring-Summer 2011),Drought,2011-05,2851.5833333333335,1994.13330078125,15.833333333333334
340,Southern Plains/Southwest Drought and Heat Wave (Spring-Summer 2011),Drought,2011-06,2851.5833333333335,1994.13330078125,15.833333333333334
341,Southern Plains/Southwest Drought and Heat Wave (Spring-Summer 2011),Drought,2011-07,2851.5833333333335,1994.13330078125,15.833333333333334
342,Southern Plains/Southwest Drought and Heat Wave (Spring-Summer 2011),Drought,2011-08,2851.5833333333335,1994.13330078125,15.833333333333334
343,Tropical Storm Lee (September 2011),Tropical Cyclone,2011-09,3492.39990234375,2512.5,21.0
344,Northeastern Winter Storm (October 2011),Winter Storm,2011-10,1285.800048828125,925.0,1.0
345,"Texas, New Mexico, Arizona Wildfires (Summer-Fall 2011)",Wildfire,2011-06,424.8500162760417,303.4666748046875,0.8333333333333334
346,"Texas, New Mexico, Arizona Wildfires (Summer-Fall 2011)",Wildfire,2011-07,424.8500162760417,303.4666748046875,0.8333333333333334
347,"Texas, New Mexico, Arizona Wildfires (Summer-Fall 2011)",Wildfire,2011-08,424.8500162760417,303.4666748046875,0.8333333333333334
348,"Texas, New Mexico, Arizona Wildfires (Summer-Fall 2011)",Wildfire,2011-09,424.8500162760417,303.4666748046875,0.8333333333333334
349,"Texas, New Mexico, Arizona Wildfires (Summer-Fall 2011)",Wildfire,2011-10,424.8500162760417,303.4666748046875,0.8333333333333334
350,"Texas, New Mexico, Arizona Wildfires (Summer-Fall 2011)",Wildfire,2011-11,424.8500162760417,303.4666748046875,0.8333333333333334
351,Southeast/Ohio Valley Tornadoes (March 2012),Severe Storm,2012-03,4317.89990234375,3128.800048828125,42.0
352,Texas Tornadoes (April 2012),Severe Storm,2012-04,1390.9000244140625,1015.2999877929688,0.0
353,Midwest Tornadoes (April 2012),Severe Storm,2012-04,1539.4000244140625,1123.5999755859375,6.0
354,Midwest/Ohio Valley Severe Weather (April-May 2012),Severe Storm,2012-04,2244.300048828125,1638.1500244140625,0.5
355,Midwest/Ohio Valley Severe Weather (April-May 2012),Severe Storm,2012-05,2244.300048828125,1638.1500244140625,0.5
356,Southern Plains/Midwest/Northeast Severe Weather (May 2012),Severe Storm,2012-05,3156.10009765625,2303.699951171875,1.0
357,Rockies/Southwest Severe Weather (June 2012),Severe Storm,2012-06,3559.0,2597.800048828125,0.0
358,Plains/East/Northeast Derecho (June-July 2012),Severe Storm,2012-06,1978.5,1444.199951171875,14.0
359,Plains/East/Northeast Derecho (June-July 2012),Severe Storm,2012-07,1978.5,1444.199951171875,14.0
360,Hurricane Isaac (August 2012),Tropical Cyclone,2012-08,3786.10009765625,2763.5,9.0
361,Hurricane Sandy (October 2012),Tropical Cyclone,2012-10,88453.8984375,65039.6015625,159.0
362,Western Wildfires (Summer-Fall 2012),Wildfire,2012-06,396.9499918619792,289.75,1.3333333333333333
363,Western Wildfires (Summer-Fall 2012),Wildfire,2012-07,396.9499918619792,289.75,1.3333333333333333
364,Western Wildfires (Summer-Fall 2012),Wildfire,2012-08,396.9499918619792,289.75,1.3333333333333333
365,Western Wildfires (Summer-Fall 2012),Wildfire,2012-09,396.9499918619792,289.75,1.3333333333333333
366,Western Wildfires (Summer-Fall 2012),Wildfire,2012-10,396.9499918619792,289.75,1.3333333333333333
367,Western Wildfires (Summer-Fall 2012),Wildfire,2012-11,396.9499918619792,289.75,1.3333333333333333
368,U.S. Drought/Heat Wave (2012),Drought,2012-01,3475.4332682291665,2500.2999674479165,10.25
369,U.S. Drought/Heat Wave (2012),Drought,2012-02,3475.4332682291665,2500.2999674479165,10.25
370,U.S. Drought/Heat Wave (2012),Drought,2012-03,3475.4332682291665,2500.2999674479165,10.25
371,U.S. Drought/Heat Wave (2012),Drought,2012-04,3475.4332682291665,2500.2999674479165,10.25
372,U.S. Drought/Heat Wave (2012),Drought,2012-05,3475.4332682291665,2500.2999674479165,10.25
373,U.S. Drought/Heat Wave (2012),Drought,2012-06,3475.4332682291665,2500.2999674479165,10.25
374,U.S. Drought/Heat Wave (2012),Drought,2012-07,3475.4332682291665,2500.2999674479165,10.25
375,U.S. Drought/Heat Wave (2012),Drought,2012-08,3475.4332682291665,2500.2999674479165,10.25
376,U.S. Drought/Heat Wave (2012),Drought,2012-09,3475.4332682291665,2500.2999674479165,10.25
377,U.S. Drought/Heat Wave (2012),Drought,2012-10,3475.4332682291665,2500.2999674479165,10.25
378,U.S. Drought/Heat Wave (2012),Drought,2012-11,3475.4332682291665,2500.2999674479165,10.25
379,U.S. Drought/Heat Wave (2012),Drought,2012-12,3475.4332682291665,2500.2999674479165,10.25
380,Southern Severe Weather (February 2013),Severe Storm,2013-02,1253.9000244140625,922.0,1.0
381,Southeast Severe Weather (March 2013),Severe Storm,2013-03,2747.199951171875,2020.0,1.0
382,Midwest/Plains Severe Weather (April 2013),Severe Storm,2013-04,1963.800048828125,1444.0,1.0
383,Illinois Flooding and Severe Weather (April 2013),Flooding,2013-04,1464.699951171875,1077.0,4.0
384,Midwest/Plains/East Tornadoes (May 2013),Severe Storm,2013-05,3240.5,2400.300048828125,27.0
385,Midwest/Plains/Northeast Tornadoes (May 2013),Severe Storm,2013-05,2448.39990234375,1813.5,10.0
386,Midwest Severe Weather (August 2013),Severe Storm,2013-08,1406.699951171875,1041.9000244140625,0.0
387,Colorado Flooding (September 2013),Flooding,2013-09,2036.5,1508.5,9.0
388,Ohio Valley Tornadoes (November 2013),Severe Storm,2013-11,1472.199951171875,1090.5999755859375,8.0
389,Western/Plains Drought/Heat Wave (Spring-Fall 2013),Drought,2013-03,1587.066623263889,1158.433376736111,5.888888888888889
390,Western/Plains Drought/Heat Wave (Spring-Fall 2013),Drought,2013-04,1587.066623263889,1158.433376736111,5.888888888888889
391,Western/Plains Drought/Heat Wave (Spring-Fall 2013),Drought,2013-05,1587.066623263889,1158.433376736111,5.888888888888889
392,Western/Plains Drought/Heat Wave (Spring-Fall 2013),Drought,2013-06,1587.066623263889,1158.433376736111,5.888888888888889
393,Western/Plains Drought/Heat Wave (Spring-Fall 2013),Drought,2013-07,1587.066623263889,1158.433376736111,5.888888888888889
394,Western/Plains Drought/Heat Wave (Spring-Fall 2013),Drought,2013-08,1587.066623263889,1158.433376736111,5.888888888888889
395,Western/Plains Drought/Heat Wave (Spring-Fall 2013),Drought,2013-09,1587.066623263889,1158.433376736111,5.888888888888889
396,Western/Plains Drought/Heat Wave (Spring-Fall 2013),Drought,2013-10,1587.066623263889,1158.433376736111,5.888888888888889
397,Western/Plains Drought/Heat Wave (Spring-Fall 2013),Drought,2013-11,1587.066623263889,1158.433376736111,5.888888888888889
398,Midwest/Southeast/Northeast Winter Storm (January 2014),Winter Storm,2014-01,2933.39990234375,2172.699951171875,16.0
399,Plains Severe Weather (April 2014),Severe Storm,2014-04,1908.0999755859375,1424.0,0.0
400,Central Severe Weather (April 2014),Severe Storm,2014-04,1221.0999755859375,918.0,0.0
401,Midwest/Southeast/Northeast Tornadoes and Flooding (April 2014),Severe Storm,2014-04,1154.5999755859375,868.0499877929688,16.5
402,Midwest/Southeast/Northeast Tornadoes and Flooding (April 2014),Severe Storm,2014-05,1154.5999755859375,868.0499877929688,16.5
403,Center Severe Weather (May 2014),Severe Storm,2014-05,1134.5,853.0,0.0
404,Rockies/Midwest/Eastern Severe Weather (May 2014),Severe Storm,2014-05,4938.60009765625,3713.199951171875,0.0
405,Rockies/Central Plains Severe Weather (June 2014),Severe Storm,2014-06,2533.39990234375,1919.199951171875,2.0
406,Michigan and Northeast Flooding (August 2014),Flooding,2014-08,1361.9000244140625,1031.699951171875,2.0
407,Rockies/Plains Severe Weather (September 2014),Severe Storm,2014-09,931.2999877929688,700.2000122070312,0.0
408,Rockies/Plains Severe Weather (September 2014),Severe Storm,2014-10,931.2999877929688,700.2000122070312,0.0
409,Western Drought (2014),Drought,2014-01,444.566650390625,329.30832926432294,0.0
410,Western Drought (2014),Drought,2014-02,444.566650390625,329.30832926432294,0.0
411,Western Drought (2014),Drought,2014-03,444.566650390625,329.30832926432294,0.0
412,Western Drought (2014),Drought,2014-04,444.566650390625,329.30832926432294,0.0
413,Western Drought (2014),Drought,2014-05,444.566650390625,329.30832926432294,0.0
414,Western Drought (2014),Drought,2014-06,444.566650390625,329.30832926432294,0.0
415,Western Drought (2014),Drought,2014-07,444.566650390625,329.30832926432294,0.0
416,Western Drought (2014),Drought,2014-08,444.566650390625,329.30832926432294,0.0
417,Western Drought (2014),Drought,2014-09,444.566650390625,329.30832926432294,0.0
418,Western Drought (2014),Drought,2014-10,444.566650390625,329.30832926432294,0.0
419,Western Drought (2014),Drought,2014-11,444.566650390625,329.30832926432294,0.0
420,Western Drought (2014),Drought,2014-12,444.566650390625,329.30832926432294,0.0
421,"Central and Eastern Winter storm, Cold Wave (February 2015)",Winter Storm,2015-02,3969.300048828125,2962.10009765625,30.0
422,Midwest/Ohio Valley Severe Weather (April 2015),Severe Storm,2015-04,2069.0,1555.5999755859375,2.0
423,South/Southeast Severe Weather (April 2015),Severe Storm,2015-04,1707.5999755859375,1283.9000244140625,0.0
424,South and Southeast Severe Weather (April 2015),Severe Storm,2015-04,1255.800048828125,944.0,3.0
425,Southern Plains Tornadoes (May 2015),Severe Storm,2015-05,1691.9000244140625,1272.0999755859375,4.0
426,Texas and Oklahoma Flooding and Severe Weather (May 2015),Flooding,2015-05,3375.60009765625,2500.39990234375,31.0
427,Central and Northeast Severe Weather (June 2015),Severe Storm,2015-06,1547.0999755859375,1172.0,1.0
428,South Carolina and East Coast Flooding (October 2015),Flooding,2015-10,2657.60009765625,1998.199951171875,25.0
429,Western and Alaskan Wildfires (Summer-Fall 2015),Wildfire,2015-06,666.1499837239584,504.6666666666667,2.0
430,Western and Alaskan Wildfires (Summer-Fall 2015),Wildfire,2015-07,666.1499837239584,504.6666666666667,2.0
431,Western and Alaskan Wildfires (Summer-Fall 2015),Wildfire,2015-08,666.1499837239584,504.6666666666667,2.0
432,Western and Alaskan Wildfires (Summer-Fall 2015),Wildfire,2015-09,666.1499837239584,504.6666666666667,2.0
433,Western and Alaskan Wildfires (Summer-Fall 2015),Wildfire,2015-10,666.1499837239584,504.6666666666667,2.0
434,Western and Alaskan Wildfires (Summer-Fall 2015),Wildfire,2015-11,666.1499837239584,504.6666666666667,2.0
435,Texas Tornadoes and Midwest Flooding (December 2015),Severe Storm,2015-12,2609.300048828125,1961.9000244140625,50.0
436,Western Drought (2015),Drought,2015-01,502.441650390625,372.1666666666667,0.0
437,Western Drought (2015),Drought,2015-02,502.441650390625,372.1666666666667,0.0
438,Western Drought (2015),Drought,2015-03,502.441650390625,372.1666666666667,0.0
439,Western Drought (2015),Drought,2015-04,502.441650390625,372.1666666666667,0.0
440,Western Drought (2015),Drought,2015-05,502.441650390625,372.1666666666667,0.0
441,Western Drought (2015),Drought,2015-06,502.441650390625,372.1666666666667,0.0
442,Western Drought (2015),Drought,2015-07,502.441650390625,372.1666666666667,0.0
443,Western Drought (2015),Drought,2015-08,502.441650390625,372.1666666666667,0.0
444,Western Drought (2015),Drought,2015-09,502.441650390625,372.1666666666667,0.0
445,Western Drought (2015),Drought,2015-10,502.441650390625,372.1666666666667,0.0
446,Western Drought (2015),Drought,2015-11,502.441650390625,372.1666666666667,0.0
447,Western Drought (2015),Drought,2015-12,502.441650390625,372.1666666666667,0.0
448,Southeast and Eastern Tornadoes (February 2016),Severe Storm,2016-02,1383.5,1040.0,10.0
449,Texas and Louisiana Flooding (March 2016),Flooding,2016-03,3052.10009765625,2294.800048828125,5.0
450,Southern Severe Weather (March 2016),Severe Storm,2016-03,1597.5999755859375,1210.300048828125,1.0
451,North Texas Hail Storm (March 2016),Severe Storm,2016-03,2725.5,2064.800048828125,0.0
452,North/Central Texas Hail Storm (April 2016),Severe Storm,2016-04,4618.10009765625,3498.60009765625,0.0
453,Houston Flooding (April 2016),Flooding,2016-04,3559.10009765625,2676.0,8.0
454,South/Southeast Tornadoes (April 2016),Severe Storm,2016-04,1580.4000244140625,1197.25,3.0
455,South/Southeast Tornadoes (April 2016),Severe Storm,2016-05,1580.4000244140625,1197.25,3.0
456,Plains Tornadoes and Central Severe Weather (May 2016),Severe Storm,2016-05,2252.89990234375,1719.5999755859375,2.0
457,Rockies/Central Tornadoes and Severe Weather (May 2016),Severe Storm,2016-05,1501.5,1146.300048828125,0.0
458,West Virginia Flooding and Ohio Valley Tornadoes (June 2016),Flooding,2016-06,1288.5,968.7999877929688,23.0
459,Rockies and Northeast Severe Weather (July 2016),Severe Storm,2016-07,1920.0,1465.5999755859375,0.0
460,Louisiana Flooding (August 2016),Flooding,2016-08,13300.0,10000.0,13.0
461,Hurricane Matthew (October 2016),Tropical Cyclone,2016-10,13100.0,10000.0,49.0
462,Western/Southeast Wildfires (Summer-Fall 2016),Wildfire,2016-06,448.2142857142857,342.14285714285717,3.0
463,Western/Southeast Wildfires (Summer-Fall 2016),Wildfire,2016-07,448.2142857142857,342.14285714285717,3.0
464,Western/Southeast Wildfires (Summer-Fall 2016),Wildfire,2016-08,448.2142857142857,342.14285714285717,3.0
465,Western/Southeast Wildfires (Summer-Fall 2016),Wildfire,2016-09,448.2142857142857,342.14285714285717,3.0
466,Western/Southeast Wildfires (Summer-Fall 2016),Wildfire,2016-10,448.2142857142857,342.14285714285717,3.0
467,Western/Southeast Wildfires (Summer-Fall 2016),Wildfire,2016-11,448.2142857142857,342.14285714285717,3.0
468,Western/Southeast Wildfires (Summer-Fall 2016),Wildfire,2016-12,448.2142857142857,342.14285714285717,3.0
469,West/Northeast/Southeast Drought (2016),Drought,2016-01,381.6666666666667,286.9583333333333,0.0
470,West/Northeast/Southeast Drought (2016),Drought,2016-02,381.6666666666667,286.9583333333333,0.0
471,West/Northeast/Southeast Drought (2016),Drought,2016-03,381.6666666666667,286.9583333333333,0.0
472,West/Northeast/Southeast Drought (2016),Drought,2016-04,381.6666666666667,286.9583333333333,0.0
473,West/Northeast/Southeast Drought (2016),Drought,2016-05,381.6666666666667,286.9583333333333,0.0
474,West/Northeast/Southeast Drought (2016),Drought,2016-06,381.6666666666667,286.9583333333333,0.0
475,West/Northeast/Southeast Drought (2016),Drought,2016-07,381.6666666666667,286.9583333333333,0.0
476,West/Northeast/Southeast Drought (2016),Drought,2016-08,381.6666666666667,286.9583333333333,0.0
477,West/Northeast/Southeast Drought (2016),Drought,2016-09,381.6666666666667,286.9583333333333,0.0
478,West/Northeast/Southeast Drought (2016),Drought,2016-10,381.6666666666667,286.9583333333333,0.0
479,West/Northeast/Southeast Drought (2016),Drought,2016-11,381.6666666666667,286.9583333333333,0.0
480,West/Northeast/Southeast Drought (2016),Drought,2016-12,381.6666666666667,286.9583333333333,0.0
481,Southern Tornado Outbreak and Western Storms (January 2017),Severe Storm,2017-01,1436.5,1105.0,24.0
482,California Flooding (February 2017),Flooding,2017-02,1950.0,1500.0,5.0
483,Central/Southeast Tornado Outbreak (March 2017),Severe Storm,2017-02,1173.9000244140625,903.0,3.0
484,Central/Southeast Tornado Outbreak (March 2017),Severe Storm,2017-03,1173.9000244140625,903.0,3.0
485,Midwest Tornado Outbreak (March 2017),Severe Storm,2017-03,2828.800048828125,2176.0,2.0
486,Southeast Freeze (March 2017),Freeze,2017-03,1300.0,1000.0,0.0
487,South/Southeast Severe Weather (March 2017),Severe Storm,2017-03,3476.60009765625,2695.0,0.0
488,Southeast Severe Weather and Tornadoes (April 2017),Severe Storm,2017-04,1259.199951171875,976.0,1.0
489,South and Southeast Severe Weather (April 2017),Severe Storm,2017-04,1152.0,893.0,0.0
490,Missouri and Arkansas Flooding and Central Severe Weather (May 2017),Flooding,2017-04,1078.3499755859375,829.5,10.0
491,Missouri and Arkansas Flooding and Central Severe Weather (May 2017),Flooding,2017-05,1078.3499755859375,829.5,10.0
492,Colorado Hail Storm and Central Severe Weather (May 2017),Severe Storm,2017-05,4321.5,3350.0,0.0
493,North Central Severe Weather and Tornadoes (May 2017),Severe Storm,2017-05,1214.0999755859375,941.0,1.0
494,Minnesota Hail Storm and Upper Midwest Severe Weather (June 2017),Severe Storm,2017-06,3031.5,2350.0,0.0
495,Midwest Severe Weather (June 2017),Severe Storm,2017-06,1946.699951171875,1509.0,0.0
496,Midwest Severe Weather (June 2017),Severe Storm,2017-06,1838.300048828125,1425.0,0.0
497,Hurricane Harvey (August 2017),Tropical Cyclone,2017-08,160000.0,125000.0,89.0
498,Hurricane Irma (September 2017),Tropical Cyclone,2017-09,64000.0,50000.0,97.0
499,Hurricane Maria (September 2017),Tropical Cyclone,2017-09,115200.0,90000.0,2981.0
500,"Western Wildfires, California Firestorm (Summer-Fall 2017)",Wildfire,2017-06,3318.0714285714284,2572.1428571428573,7.714285714285714
501,"Western Wildfires, California Firestorm (Summer-Fall 2017)",Wildfire,2017-07,3318.0714285714284,2572.1428571428573,7.714285714285714
502,"Western Wildfires, California Firestorm (Summer-Fall 2017)",Wildfire,2017-08,3318.0714285714284,2572.1428571428573,7.714285714285714
503,"Western Wildfires, California Firestorm (Summer-Fall 2017)",Wildfire,2017-09,3318.0714285714284,2572.1428571428573,7.714285714285714
504,"Western Wildfires, California Firestorm (Summer-Fall 2017)",Wildfire,2017-10,3318.0714285714284,2572.1428571428573,7.714285714285714
505,"Western Wildfires, California Firestorm (Summer-Fall 2017)",Wildfire,2017-11,3318.0714285714284,2572.1428571428573,7.714285714285714
506,"Western Wildfires, California Firestorm (Summer-Fall 2017)",Wildfire,2017-12,3318.0714285714284,2572.1428571428573,7.714285714285714
507,"North Dakota, South Dakota and Montana Drought (Spring-Fall 2017)",Drought,2017-03,325.0,250.0,0.0
508,"North Dakota, South Dakota and Montana Drought (Spring-Fall 2017)",Drought,2017-04,325.0,250.0,0.0
509,"North Dakota, South Dakota and Montana Drought (Spring-Fall 2017)",Drought,2017-05,325.0,250.0,0.0
510,"North Dakota, South Dakota and Montana Drought (Spring-Fall 2017)",Drought,2017-06,325.0,250.0,0.0
511,"North Dakota, South Dakota and Montana Drought (Spring-Fall 2017)",Drought,2017-07,325.0,250.0,0.0
512,"North Dakota, South Dakota and Montana Drought (Spring-Fall 2017)",Drought,2017-08,325.0,250.0,0.0
513,"North Dakota, South Dakota and Montana Drought (Spring-Fall 2017)",Drought,2017-09,325.0,250.0,0.0
514,"North Dakota, South Dakota and Montana Drought (Spring-Fall 2017)",Drought,2017-10,325.0,250.0,0.0
515,"North Dakota, South Dakota and Montana Drought (Spring-Fall 2017)",Drought,2017-11,325.0,250.0,0.0
516,"North Dakota, South Dakota and Montana Drought (Spring-Fall 2017)",Drought,2017-12,325.0,250.0,0.0
517,Central and Eastern Winter Storm (January 2018),Winter Storm,2018-01,1324.5999755859375,1043.0,22.0
518,Northeast Winter Storm (March 2018),Winter Storm,2018-03,2786.39990234375,2194.0,9.0
519,Southeastern Tornadoes and Severe Weather (March 2018),Severe Storm,2018-03,1844.0999755859375,1452.0,0.0
520,Southern and Eastern Tornadoes and Severe Weather (April 2018),Severe Storm,2018-04,1660.699951171875,1318.0,3.0
521,Central and Northeast Severe Weather (May 2018),Severe Storm,2018-05,1751.300048828125,1390.0,0.0
522,Central and Eastern Severe Weather (May 2018),Severe Storm,2018-05,1726.199951171875,1370.0,5.0
523,Texas Hail Storm (June 2018),Severe Storm,2018-06,1625.0,1300.0,0.0
524,Colorado Hail Storm (June 2018),Severe Storm,2018-06,1193.800048828125,955.0,0.0
525,Colorado Hail Storm (June 2018),Severe Storm,2018-06,2778.800048828125,2223.0,0.0
526,Central and Eastern Tornadoes and Severe Weather (July 2018),Severe Storm,2018-07,1981.5999755859375,1585.0,0.0
527,Mountain West Severe Weather (July 2018),Severe Storm,2018-07,1063.800048828125,851.0,0.0
528,Rockies and Plains Hail Storms (August 2018),Severe Storm,2018-08,1281.4000244140625,1025.0,0.0
529,Hurricane Florence (September 2018),Tropical Cyclone,2018-09,30000.0,24000.0,53.0
530,Hurricane Michael (October 2018),Tropical Cyclone,2018-10,31218.80078125,24975.0,49.0
531,Southwest/Southern Plains Drought (Summer-Fall 2018),Drought,2018-06,542.4857003348214,427.14285714285717,0.0
532,Southwest/Southern Plains Drought (Summer-Fall 2018),Drought,2018-07,542.4857003348214,427.14285714285717,0.0
533,Southwest/Southern Plains Drought (Summer-Fall 2018),Drought,2018-08,542.4857003348214,427.14285714285717,0.0
534,Southwest/Southern Plains Drought (Summer-Fall 2018),Drought,2018-09,542.4857003348214,427.14285714285717,0.0
535,Southwest/Southern Plains Drought (Summer-Fall 2018),Drought,2018-10,542.4857003348214,427.14285714285717,0.0
536,Southwest/Southern Plains Drought (Summer-Fall 2018),Drought,2018-11,542.4857003348214,427.14285714285717,0.0
537,Southwest/Southern Plains Drought (Summer-Fall 2018),Drought,2018-12,542.4857003348214,427.14285714285717,0.0
538,"Western Wildfires, California Firestorm (Summer-Fall 2018)",Wildfire,2018-06,4285.714285714285,3428.5714285714284,15.142857142857142
539,"Western Wildfires, California Firestorm (Summer-Fall 2018)",Wildfire,2018-07,4285.714285714285,3428.5714285714284,15.142857142857142
540,"Western Wildfires, California Firestorm (Summer-Fall 2018)",Wildfire,2018-08,4285.714285714285,3428.5714285714284,15.142857142857142
541,"Western Wildfires, California Firestorm (Summer-Fall 2018)",Wildfire,2018-09,4285.714285714285,3428.5714285714284,15.142857142857142
542,"Western Wildfires, California Firestorm (Summer-Fall 2018)",Wildfire,2018-10,4285.714285714285,3428.5714285714284,15.142857142857142
543,"Western Wildfires, California Firestorm (Summer-Fall 2018)",Wildfire,2018-11,4285.714285714285,3428.5714285714284,15.142857142857142
544,"Western Wildfires, California Firestorm (Summer-Fall 2018)",Wildfire,2018-12,4285.714285714285,3428.5714285714284,15.142857142857142
545,"Southeast, Ohio Valley and Northeast Severe Weather (February 2019)",Severe Storm,2019-02,1547.199951171875,1237.5,2.0
546,Texas Hail Storm (March 2019),Severe Storm,2019-03,1903.4000244140625,1535.0,0.0
547,Missouri River and North Central Flooding (March 2019),Flooding,2019-03,13408.900390625,10727.0,3.0
548,Southern and Eastern Tornadoes and Severe Weather (April 2019),Severe Storm,2019-04,1540.0,1252.0,7.0
549,South and Southeast Severe Weather (May 2019),Severe Storm,2019-05,1862.4000244140625,1514.0,0.0
550,Central Severe Weather (May 2019),Severe Storm,2019-05,1196.9000244140625,973.0,0.0
551,"Rockies, Central and Northeast Tornadoes and Severe Weather (May 2019)",Severe Storm,2019-05,5655.60009765625,4598.0,3.0
552,Arkansas River Flooding (June 2019),Flooding,2019-05,1860.4000244140625,1512.5,2.5
553,Arkansas River Flooding (June 2019),Flooding,2019-06,1860.4000244140625,1512.5,2.5
554,Colorado Hail Storms (July 2019),Severe Storm,2019-07,1239.800048828125,1008.0,0.0
555,"Mississippi River, Midwest and Southern Flooding (July 2019)",Flooding,2019-03,1529.92001953125,1233.8,0.8
556,"Mississippi River, Midwest and Southern Flooding (July 2019)",Flooding,2019-04,1529.92001953125,1233.8,0.8
557,"Mississippi River, Midwest and Southern Flooding (July 2019)",Flooding,2019-05,1529.92001953125,1233.8,0.8
558,"Mississippi River, Midwest and Southern Flooding (July 2019)",Flooding,2019-06,1529.92001953125,1233.8,0.8
559,"Mississippi River, Midwest and Southern Flooding (July 2019)",Flooding,2019-07,1529.92001953125,1233.8,0.8
560,Hurricane Dorian (September 2019),Tropical Cyclone,2019-08,990.1500244140625,805.0,5.0
561,Hurricane Dorian (September 2019),Tropical Cyclone,2019-09,990.1500244140625,805.0,5.0
562,Tropical Storm Imelda (September 2019),Tropical Cyclone,2019-09,6150.0,5000.0,5.0
563,Texas Tornadoes and Central Severe Weather (October 2019),Severe Storm,2019-10,2113.10009765625,1718.0,2.0
564,California and Alaska Wildfires (Summer-Fall 2019),Wildfire,2019-06,922.5,750.0,0.5
565,California and Alaska Wildfires (Summer-Fall 2019),Wildfire,2019-07,922.5,750.0,0.5
566,California and Alaska Wildfires (Summer-Fall 2019),Wildfire,2019-08,922.5,750.0,0.5
567,California and Alaska Wildfires (Summer-Fall 2019),Wildfire,2019-09,922.5,750.0,0.5
568,California and Alaska Wildfires (Summer-Fall 2019),Wildfire,2019-10,922.5,750.0,0.5
569,California and Alaska Wildfires (Summer-Fall 2019),Wildfire,2019-11,922.5,750.0,0.5
570,Southeast Tornadoes and Northern Storms and Flooding (January 2020),Severe Storm,2020-01,1401.800048828125,1149.0,10.0
571,"South, East and Northeast Severe Weather (February 2020)",Severe Storm,2020-02,1532.199951171875,1256.0,3.0
572,Tennessee Tornadoes and Southeast Severe Weather (March 2020),Severe Storm,2020-03,2850.0,2336.0,25.0
573,Midwest and Ohio Valley Severe Weather (March 2020),Severe Storm,2020-03,3120.89990234375,2558.0,0.0
574,North Central and Ohio Valley Hail Storms and Severe Weather (April 2020),Severe Storm,2020-04,3543.89990234375,2881.0,0.0
575,Southeast and Eastern Tornado Outbreak (April 2020),Severe Storm,2020-04,4236.2001953125,3444.0,35.0
576,Southern Severe Weather (April 2020),Severe Storm,2020-04,1660.5999755859375,1350.0,3.0
577,"Central, Southern and Eastern Severe Weather (April 2020)",Severe Storm,2020-04,1263.300048828125,1027.0,1.0
578,Central and Eastern Severe Weather (May 2020),Severe Storm,2020-05,2598.89990234375,2113.0,2.0
579,"South, Central and Eastern Severe Weather (May 2020)",Severe Storm,2020-05,1948.5999755859375,1584.0,2.0
580,South Texas Hail Storms (May 2020),Severe Storm,2020-05,1722.0,1400.0,0.0
581,Central Severe Weather (July 2020),Severe Storm,2020-07,1459.0999755859375,1196.0,0.0
582,Hurricane Hanna (July 2020),Tropical Cyclone,2020-07,1300.800048828125,1075.0,0.0
583,Hurricane Isaias (August 2020),Tropical Cyclone,2020-08,5756.10009765625,4757.0,16.0
584,Central Severe Weather - Derecho (August 2020),Severe Storm,2020-08,13452.900390625,11027.0,4.0
585,Hurricane Laura (August 2020),Tropical Cyclone,2020-08,28090.30078125,23215.0,42.0
586,Hurricane Sally (September 2020),Tropical Cyclone,2020-09,8801.5,7274.0,5.0
587,Hurricane Delta (October 2020),Tropical Cyclone,2020-10,3469.300048828125,2867.0,5.0
